date,open,high,low,close,volume
2004-05-14,12900,12900,12250,12400,287206
2004-05-17,12450,12450,11000,11000,723620
2004-05-18,11000,11800,11000,11750,647726
2004-05-19,11950,12650,11900,12500,485950
2004-05-20,12450,12650,12300,12500,480667
2004-05-21,12850,13000,12600,13000,343440
2004-05-24,13050,13150,12750,12800,204350
2004-05-25,12800,12800,12450,12500,357803
2004-05-27,12700,12950,12400,12950,713018
2004-05-28,12900,13000,12750,12750,288181
2004-05-31,12700,12850,12600,12600,131045
2004-06-01,12700,13050,12700,13050,548627
2004-06-02,13000,13250,12900,13050,296489
2004-06-03,13200,13500,12850,12950,489726
2004-06-04,13150,13250,12800,13000,709203
2004-06-07,13000,13150,12800,12900,1390913
2004-06-08,13000,13200,12900,13050,654569
2004-06-09,12900,13200,12900,13000,458152
2004-06-10,13000,13150,12700,13150,1307843
2004-06-11,13050,13100,12500,12500,775956
2004-06-14,12250,12500,12050,12150,894704
2004-06-15,12300,12300,11700,12100,1042699
2004-06-16,11900,12250,11900,12000,398238
2004-06-17,12000,12100,11750,12050,308855
2004-06-18,11850,11950,11550,11650,453877
2004-06-21,11550,12100,11550,12100,477272
2004-06-22,11950,12400,11800,12250,327066
2004-06-23,12300,12450,11850,11850,310160
2004-06-24,12050,12350,12050,12350,388141
2004-06-25,12150,12350,11900,12150,429816
2004-06-28,12050,12250,11850,11900,349949
2004-06-29,11900,12150,11850,12150,316069
2004-06-30,12150,13050,12100,12800,839230
2004-07-01,13150,13150,12800,13000,459258
2004-07-02,12750,12800,12350,12350,256490
2004-07-05,12250,12600,12150,12450,267680
2004-07-06,12300,12650,12300,12550,225314
2004-07-07,12200,12550,12000,12550,351014
2004-07-08,12500,12500,12200,12200,402180
2004-07-09,12350,12400,12200,12350,266586
2004-07-12,12400,12550,12200,12350,247392
2004-07-13,12400,12450,12200,12250,157540
2004-07-14,12200,12350,12050,12050,289100
2004-07-15,12150,12200,11900,12200,269964
2004-07-16,12150,12300,11900,12050,226571
2004-07-19,12050,12350,12000,12300,194412
2004-07-20,12150,12300,12000,12000,328583
2004-07-21,12200,12450,12150,12150,334190
2004-07-22,12050,12200,12000,12100,238626
2004-07-23,12100,12200,12000,12000,307752
2004-07-26,12050,12150,12000,12100,118944
2004-07-27,12200,12350,12050,12350,222320
2004-07-28,12450,12500,12300,12450,195717
2004-07-29,12500,12500,12200,12300,179603
2004-07-30,12350,12400,12200,12200,154309
2004-08-02,12100,12250,11950,12050,410195
2004-08-03,12300,12300,11950,11950,238694
2004-08-04,11800,12100,11600,12100,381215
2004-08-05,11900,12100,11850,12050,197959
2004-08-06,12100,12150,11800,11800,346654
2004-08-09,11900,12100,11700,12100,307960
2004-08-10,11950,12100,11950,12050,211486
2004-08-11,12050,12100,11850,11900,291511
2004-08-12,12000,12100,11900,12100,305387
2004-08-13,12000,12100,11900,12050,248424
2004-08-16,12050,12050,11900,11900,165051
2004-08-17,11950,12100,11850,12050,402090
2004-08-18,12100,12250,12050,12100,312051
2004-08-19,12150,12400,12100,12400,445743
2004-08-20,12300,12450,12300,12400,169438
2004-08-23,12350,12550,12350,12350,261808
2004-08-24,12450,12500,12300,12450,134210
2004-08-25,12350,12600,12300,12600,289357
2004-08-26,12600,12700,12500,12550,318047
2004-08-27,12650,12750,12550,12650,296711
2004-08-30,12550,12750,12500,12650,216710
2004-08-31,12500,12650,12500,12600,166002
2004-09-01,12650,12800,12600,12700,215410
2004-09-02,12700,12800,12650,12700,217592
2004-09-03,12750,12750,12350,12350,540867
2004-09-06,12500,12550,12400,12550,317759
2004-09-07,12450,12950,12450,12950,525166
2004-09-08,12900,13000,12800,12950,315981
2004-09-09,13050,13200,12900,13200,777075
2004-09-10,13200,13200,12850,13000,302974
2004-09-13,13050,13150,13000,13050,245572
2004-09-14,13100,13200,13050,13100,317852
2004-09-15,13100,13150,13000,13100,270808
2004-09-16,13050,13300,13000,13200,364680
2004-09-17,13100,13200,12850,13000,215032
2004-09-20,13000,13300,13000,13200,243543
2004-09-21,13200,13300,13100,13100,130211
2004-09-22,13200,13300,13000,13000,336522
2004-09-23,13000,13150,12750,12750,374628
2004-09-24,12750,12800,12300,12350,442667
2004-09-30,12400,12650,12350,12400,327595
2004-10-01,12250,12450,12250,12300,430983
2004-10-04,12500,12600,12400,12550,579511
2004-10-05,12700,13150,12650,13100,874483
2004-10-06,13100,13150,12950,13000,473713
2004-10-07,13000,13050,12750,12750,269624
2004-10-08,12600,13000,12600,12750,282779
2004-10-11,12750,13000,12700,12900,292305
2004-10-12,12800,12900,12750,12750,378189
2004-10-13,12800,13000,12700,12750,269636
2004-10-14,12850,12850,12600,12650,278142
2004-10-15,12650,12800,12550,12550,274748
2004-10-18,12700,12750,12600,12750,181927
2004-10-19,12900,13000,12800,12950,199965
2004-10-20,12950,13000,12700,12800,288744
2004-10-21,12800,12850,12500,12550,363333
2004-10-22,12700,12750,12600,12600,165714
2004-10-25,12550,12550,12100,12100,384384
2004-10-26,12250,12450,12150,12200,267843
2004-10-27,12250,12300,12100,12200,265758
2004-10-28,12450,12550,12200,12500,229223
2004-10-29,12400,12500,12300,12500,128542
2004-11-01,12550,12800,12350,12700,262340
2004-11-02,12800,13000,12800,12850,415177
2004-11-03,13000,13300,12900,13250,908303
2004-11-04,13250,13250,12900,12950,407124
2004-11-05,13050,13200,12700,12900,454072
2004-11-08,12900,13000,12600,12600,339094
2004-11-09,12600,12750,12550,12600,170200
2004-11-10,12700,12800,12550,12650,407691
2004-11-11,12600,13050,12550,12950,463223
2004-11-12,12950,13100,12950,13050,479128
2004-11-15,13000,13200,12950,13000,307520
2004-11-16,13050,13100,12900,12900,229221
2004-11-17,13050,13150,12900,13150,411760
2004-11-18,13100,13250,13000,13200,341791
2004-11-19,13300,13350,13050,13200,240437
2004-11-22,13200,13200,12900,12950,340161
2004-11-23,13100,13150,13000,13100,204245
2004-11-24,13200,13250,13000,13250,387982
2004-11-25,13300,13400,13100,13400,611016
2004-11-26,13450,13700,13200,13300,609491
2004-11-29,13350,13650,13350,13650,283769
2004-11-30,13650,13950,13500,13900,647276
2004-12-01,13950,14050,13750,13900,332333
2004-12-02,14000,14150,13800,14100,569916
2004-12-03,14200,14300,13800,14050,379631
2004-12-06,13750,13850,13550,13600,344935
2004-12-07,13550,13750,13350,13500,252330
2004-12-08,13350,13550,13250,13250,275766
2004-12-09,13250,13350,12900,13000,966844
2004-12-10,13000,13450,13000,13300,756170
2004-12-13,13500,13750,13400,13550,405004
2004-12-14,13650,13750,13550,13700,251620
2004-12-15,13800,13800,13600,13700,310986
2004-12-16,13600,13800,13600,13800,313662
2004-12-17,13850,14050,13800,13850,328079
2004-12-20,13850,14000,13700,14000,220381
2004-12-21,13800,14000,13750,13750,220869
2004-12-22,13750,14000,13750,14000,208318
2004-12-23,14000,14000,13700,13750,197610
2004-12-24,13750,13900,13750,13850,173282
2004-12-27,13800,13800,13300,13300,402478
2004-12-28,13300,13550,13300,13400,344263
2004-12-29,13000,13300,12950,13200,280269
2004-12-30,13150,13450,13100,13450,376633
2005-01-03,13450,13450,13250,13250,234521
2005-01-04,13350,13450,13250,13400,160452
2005-01-05,13200,13350,13100,13300,162523
2005-01-06,13200,13300,13000,13000,357828
2005-01-07,13000,13150,12800,12800,461320
2005-01-10,12850,13150,12800,13100,332875
2005-01-11,13050,13200,12900,13150,390119
2005-01-12,13000,13000,12850,12900,342057
2005-01-13,12900,13050,12800,13050,434533
2005-01-14,13000,13300,12900,13100,567112
2005-01-17,13100,13100,12900,12950,292651
2005-01-18,13000,13050,12850,12850,403859
2005-01-19,12850,13000,12800,12900,517588
2005-01-20,12850,12900,12750,12750,337941
2005-01-21,12800,12950,12750,12750,418369
2005-01-24,12700,12750,12550,12550,619344
2005-01-25,12500,12600,12450,12500,474671
2005-01-26,12550,12750,12500,12700,395883
2005-01-27,12600,12800,12600,12700,324778
2005-01-28,12900,13000,12750,12750,293711
2005-01-31,12700,12850,12500,12800,364290
2005-02-01,12750,12900,12750,12800,341217
2005-02-02,12800,12850,12650,12700,213095
2005-02-03,12700,12750,12500,12500,552947
2005-02-04,12500,12600,12350,12450,609386
2005-02-07,12500,12550,12400,12450,598499
2005-02-11,12400,12400,12100,12200,802451
2005-02-14,12300,12500,12250,12450,759556
2005-02-15,12400,12600,12350,12550,848503
2005-02-16,12550,12650,12500,12650,588802
2005-02-17,12800,12850,12500,12500,644485
2005-02-18,12600,13050,12500,13050,892603
2005-02-21,13000,13050,12750,12900,570140
2005-02-22,12800,12900,12550,12550,393656
2005-02-23,12500,12950,12500,12950,704580
2005-02-24,12900,12950,12750,12800,347239
2005-02-25,12900,12950,12800,12800,1379285
2005-02-28,12850,13000,12750,12900,862670
2005-03-02,12950,13100,12850,13050,1000383
2005-03-03,13000,13300,12850,13200,2141687
2005-03-04,13400,13550,13300,13400,1054354
2005-03-07,13600,13800,13550,13750,1123245
2005-03-08,13750,14300,13750,14200,1877412
2005-03-09,14100,14650,14050,14600,1622260
2005-03-10,14500,14650,14350,14600,1256265
2005-03-11,14600,14900,14500,14600,845905
2005-03-14,14600,14750,14550,14600,513615
2005-03-15,14700,14750,14450,14500,810305
2005-03-16,14500,14750,14350,14600,729616
2005-03-17,14600,14750,14400,14700,833819
2005-03-18,14800,15350,14650,15300,1112289
2005-03-21,15300,15400,14600,15200,867703
2005-03-22,15000,15200,14800,14800,656226
2005-03-23,14500,14750,14400,14500,450792
2005-03-24,14400,14750,14400,14500,412514
2005-03-25,14600,14600,14350,14550,222698
2005-03-28,14600,14750,14500,14650,328020
2005-03-29,14750,14750,14600,14700,487281
2005-03-30,14750,15000,14650,14800,469141
2005-03-31,14800,15200,14800,15200,838336
2005-04-01,15050,15150,15000,15050,638485
2005-04-04,15200,15300,15000,15300,389661
2005-04-06,15200,15250,15000,15100,677399
2005-04-07,15000,15150,14700,14700,283885
2005-04-08,14750,14900,14550,14750,234219
2005-04-11,14900,14950,14700,14800,218780
2005-04-12,14650,14900,14550,14750,229027
2005-04-13,14800,14900,14700,14850,271921
2005-04-14,14750,14800,14350,14350,643159
2005-04-15,14600,14900,14300,14400,515073
2005-04-18,14100,14200,13950,14050,348386
2005-04-19,14050,14150,13700,13700,435942
2005-04-20,13700,14000,13700,13900,620204
2005-04-21,13700,13850,13550,13800,220674
2005-04-22,13950,14100,13950,14000,118274
2005-04-25,14000,14250,14000,14150,208711
2005-04-26,14000,14150,14000,14100,185971
2005-04-27,13900,14100,13650,13700,228171
2005-04-28,13800,14350,13750,13800,217378
2005-04-29,13650,13950,13600,13950,265801
2005-05-02,13950,14100,13950,14050,389358
2005-05-03,14200,14300,14100,14100,282540
2005-05-04,14100,14300,14000,14000,216123
2005-05-06,14050,14150,14000,14100,84551
2005-05-09,13950,14000,13500,13500,342142
2005-05-10,13800,13800,13550,13750,290957
2005-05-11,13600,13650,13550,13550,133611
2005-05-12,13500,13600,13450,13450,268376
2005-05-13,13400,13600,13150,13600,203480
2005-05-16,13600,14050,13600,14000,260781
2005-05-17,14100,14450,14100,14250,384620
2005-05-18,14450,14500,14250,14450,204735
2005-05-19,14550,14800,14500,14800,380121
2005-05-20,14800,14800,14550,14550,130548
2005-05-23,14750,14750,14350,14500,81181
2005-05-24,14700,14700,14350,14400,102042
2005-05-25,14550,14850,14250,14400,315200
2005-05-26,14400,14700,14400,14700,123976
2005-05-27,14700,14800,14400,14600,299740
2005-05-30,14250,14600,14250,14500,93741
2005-05-31,14500,14650,14500,14500,136598
2005-06-01,14650,14700,14500,14700,236330
2005-06-02,14800,14800,14400,14400,244099
2005-06-03,14450,14500,14300,14350,282564
2005-06-07,14300,14400,14150,14200,220509
2005-06-08,14150,14600,14100,14500,266860
2005-06-09,14450,14800,14300,14800,553808
2005-06-10,14800,14800,14600,14700,144190
2005-06-13,14600,14800,14550,14700,180318
2005-06-14,14600,14800,14600,14750,169556
2005-06-15,14800,14800,14600,14800,516006
2005-06-16,14800,15000,14750,14900,381627
2005-06-17,15000,15150,14850,15050,284893
2005-06-20,15000,15050,14750,15000,279781
2005-06-21,15050,15050,14650,14950,167598
2005-06-22,14650,15050,14650,15000,141830
2005-06-23,14800,14850,14700,14750,149312
2005-06-24,14650,14650,14250,14400,335005
2005-06-27,14300,14450,14200,14450,255151
2005-06-28,14350,14650,14250,14500,202980
2005-06-29,14650,14950,14650,14850,204587
2005-06-30,14800,14950,14750,14800,172903
2005-07-01,14750,15100,14700,15050,272470
2005-07-04,15150,15600,15100,15600,846786
2005-07-05,15500,15750,15150,15300,400154
2005-07-06,15350,15450,15250,15450,292840
2005-07-07,15350,15450,15300,15350,206810
2005-07-08,15300,15350,15250,15300,232558
2005-07-11,15500,15800,15400,15650,676176
2005-07-12,15850,16300,15700,16300,618581
2005-07-13,16400,16650,15900,16000,621540
2005-07-14,16000,16100,15600,15800,434317
2005-07-15,15900,15950,15500,15500,183055
2005-07-18,15600,15950,15400,15850,315478
2005-07-19,15850,16000,15450,15600,456784
2005-07-20,15700,15900,15500,15800,396282
2005-07-21,16000,16850,15850,16600,740954
2005-07-22,16350,16750,16200,16500,432160
2005-07-25,16500,16500,16100,16400,266243
2005-07-26,16300,16500,16200,16500,361380
2005-07-27,16550,16650,16300,16650,370325
2005-07-28,16650,16850,16500,16800,411661
2005-07-29,16650,16750,16400,16400,349763
2005-08-01,16200,16800,16150,16250,311488
2005-08-02,16550,17000,16350,17000,592112
2005-08-03,16950,17300,16700,17000,817697
2005-08-04,16850,18150,16850,17650,1194016
2005-08-05,17650,17750,16950,17100,525064
2005-08-08,16800,17200,16650,16700,478901
2005-08-09,16600,17450,16600,17200,595669
2005-08-10,17200,17650,17050,17500,437435
2005-08-11,17500,18100,17400,18050,618908
2005-08-12,17800,18000,17750,17900,499391
2005-08-16,17900,17900,17450,17450,286700
2005-08-17,17150,17550,17050,17200,356600
2005-08-18,17200,17450,17050,17100,399362
2005-08-19,16850,17250,16850,17150,221850
2005-08-22,17300,18100,17150,17950,743575
2005-08-23,17900,17900,17700,17850,552357
2005-08-24,17850,17850,17050,17100,631438
2005-08-25,17000,17150,16550,17050,626015
2005-08-26,16800,17050,16250,16250,337519
2005-08-29,16050,16050,15600,15700,597374
2005-08-30,15800,16200,15800,16200,347582
2005-08-31,16150,16550,16000,16250,246130
2005-09-01,16350,16550,16200,16550,389580
2005-09-02,16550,16950,16500,16750,446342
2005-09-05,16750,17050,16550,17050,154685
2005-09-06,17150,17350,16850,16900,371708
2005-09-07,17000,17500,16950,17150,296423
2005-09-08,17400,17400,16550,17000,692855
2005-09-09,17200,17200,16300,16400,628654
2005-09-12,16500,16550,15850,15900,981470
2005-09-13,16000,16200,15900,15900,432718
2005-09-14,16050,16600,16000,16600,719575
2005-09-15,16700,17150,16600,16950,574074
2005-09-16,17100,17100,16700,16750,276620
2005-09-20,16850,17000,16700,17000,397886
2005-09-21,17100,17900,17100,17900,956018
2005-09-22,17850,17850,17300,17650,406984
2005-09-23,17800,17950,17150,17200,422228
2005-09-26,17050,17800,17050,17700,488377
2005-09-27,17600,17700,17200,17250,387242
2005-09-28,17300,17900,17250,17700,463419
2005-09-29,17900,18300,17700,17900,421793
2005-09-30,17850,18300,17450,17800,415021
2005-10-04,18050,18200,17900,18200,481434
2005-10-05,18000,18150,17500,17600,505672
2005-10-06,17300,17550,17000,17000,538366
2005-10-07,17000,17250,16700,16750,879795
2005-10-10,16900,17350,16900,17300,396496
2005-10-11,17050,17550,17050,17550,296445
2005-10-12,17550,17800,17500,17600,725436
2005-10-13,17500,17750,17250,17450,523681
2005-10-14,17450,17850,17450,17750,489261
2005-10-17,17750,18000,17450,17800,645184
2005-10-18,17950,18500,17800,18450,922551
2005-10-19,18300,18300,17800,17800,622530
2005-10-20,18100,18350,18050,18300,750463
2005-10-21,17900,18300,17800,18050,765570
2005-10-24,18300,18700,18250,18700,779463
2005-10-25,18750,18850,18250,18300,784723
2005-10-26,18200,18300,17900,17950,573601
2005-10-27,17900,18200,17800,17800,619943
2005-10-28,17700,17700,17300,17350,739410
2005-10-31,17650,17700,17450,17500,543369
2005-11-01,17600,17800,17500,17700,611381
2005-11-02,17800,18050,17650,18050,316213
2005-11-03,18050,18050,17700,17900,571245
2005-11-04,18350,18600,18150,18450,787343
2005-11-07,18600,18700,18450,18600,493277
2005-11-08,18400,18400,18150,18400,227740
2005-11-09,18150,18750,18150,18700,473530
2005-11-10,18800,19000,18550,18800,840501
2005-11-11,18800,19300,18800,18950,594250
2005-11-14,18800,19000,18500,18500,427793
2005-11-15,18550,18700,18350,18700,316736
2005-11-16,18500,18700,18500,18600,465859
2005-11-17,18550,18950,18550,18950,486090
2005-11-18,19200,20100,19100,20050,1788090
2005-11-21,19800,20000,19500,20000,437644
2005-11-22,19850,20350,19800,19850,883692
2005-11-23,20200,21500,19950,21500,1120823
2005-11-24,21500,21650,20950,21200,608178
2005-11-25,21250,21500,20800,21000,514932
2005-11-28,20850,21000,20250,20400,504176
2005-11-29,20100,20500,20050,20150,473138
2005-11-30,20200,20650,20200,20500,407115
2005-12-01,20050,20650,20050,20600,425264
2005-12-02,20700,20750,20250,20600,461012
2005-12-05,20600,20650,19950,20000,358342
2005-12-06,20000,20300,19900,20000,400564
2005-12-07,20050,20200,19150,19550,622054
2005-12-08,19350,19700,19250,19550,525619
2005-12-09,19700,20050,19450,20050,324961
2005-12-12,20000,20450,19950,20300,349441
2005-12-13,20350,20350,19900,20300,228998
2005-12-14,20450,20450,19700,19700,546703
2005-12-15,19750,19950,19450,19700,374899
2005-12-16,19350,19700,19350,19400,308881
2005-12-19,19100,19650,19100,19600,356166
2005-12-20,19300,19500,19150,19150,345685
2005-12-21,19150,19550,19150,19500,350127
2005-12-22,19700,20050,19450,19700,486793
2005-12-23,20000,20200,19450,19650,260417
2005-12-26,19550,19650,19350,19500,397373
2005-12-27,19500,20450,19500,20300,576213
2005-12-28,20000,20900,19800,20800,539985
2005-12-29,20500,20700,20300,20550,359159
2006-01-02,20300,20350,19950,20100,679727
2006-01-03,20100,20900,20100,20850,1153725
2006-01-04,21350,22200,21250,21950,1820788
2006-01-05,21950,22050,21350,21900,824412
2006-01-06,21550,21700,21350,21550,810580
2006-01-09,21500,21550,21200,21500,633175
2006-01-10,21400,21400,20900,21000,930719
2006-01-11,20750,21100,20500,20800,620747
2006-01-12,20700,21350,20600,21250,868119
2006-01-13,21000,21350,20750,21350,569356
2006-01-16,21450,21450,20850,21000,756724
2006-01-17,21100,21550,20150,20150,618343
2006-01-18,20150,20600,19750,20150,675521
2006-01-19,20150,21350,19850,21200,640068
2006-01-20,21200,21450,20350,21350,964466
2006-01-23,20900,21100,20300,20350,546219
2006-01-24,20300,20750,20000,20250,442600
2006-01-25,20200,20550,20000,20000,694652
2006-01-26,20250,20350,19750,19800,468161
2006-01-27,19900,20500,19850,20450,568053
2006-01-31,20450,20600,20200,20300,406315
2006-02-01,20250,20850,20250,20400,608402
2006-02-02,20700,20850,20300,20700,609490
2006-02-03,20550,20700,19550,20100,590220
2006-02-06,19950,20000,18850,19350,1288694
2006-02-07,19100,19200,18550,18550,737042
2006-02-08,18350,18850,17650,17650,590726
2006-02-09,18000,18500,17900,18500,628701
2006-02-10,18600,18950,17700,18000,736493
2006-02-13,18000,18300,17550,17600,495331
2006-02-14,17700,18250,17600,18000,403219
2006-02-15,18100,18300,17850,17850,878937
2006-02-16,18000,18000,16800,17000,1835933
2006-02-17,17050,17100,16750,17100,673606
2006-02-20,17200,17600,16900,17400,793096
2006-02-21,17400,18200,17400,17900,522604
2006-02-22,17950,18300,17300,18250,411098
2006-02-23,18100,18400,18050,18400,248882
2006-02-24,18400,18700,18400,18700,271454
2006-02-27,18550,19300,18450,19300,433362
2006-02-28,19350,19500,18850,19400,451683
2006-03-02,19200,19200,18600,18600,757220
2006-03-03,18900,19050,18100,18300,573576
2006-03-06,18350,19050,18250,18900,396136
2006-03-07,18400,18900,18250,18900,265870
2006-03-08,18900,19200,18400,18900,367462
2006-03-09,18900,19150,18550,18550,405111
2006-03-10,18850,18900,18400,18750,176208
2006-03-13,18900,19000,18400,19000,198562
2006-03-14,19150,19150,18350,18400,389958
2006-03-15,18600,19750,18550,19600,621699
2006-03-16,19700,20100,19600,20000,722587
2006-03-17,20000,20000,19250,19750,326043
2006-03-20,19550,19800,19250,19250,366310
2006-03-21,19350,19650,19050,19050,181190
2006-03-22,18900,19150,18350,18450,448934
2006-03-23,18500,18650,18050,18550,308821
2006-03-24,18400,18500,17950,18400,243162
2006-03-27,18550,19150,18550,19150,263371
2006-03-28,19600,19600,19050,19050,188253
2006-03-29,18750,19450,18750,19050,392970
2006-03-30,19100,19300,19050,19100,179520
2006-03-31,19300,19300,18650,19200,232673
2006-04-03,19000,19450,18900,19400,222586
2006-04-04,19400,19700,19100,19500,773204
2006-04-05,19600,20100,19500,20100,632502
2006-04-06,20200,20200,19600,20000,544510
2006-04-07,20300,20300,20000,20100,405679
2006-04-10,19750,20400,19750,20300,324477
2006-04-11,20450,20450,19800,20000,306721
2006-04-12,19950,20650,19950,20550,436112
2006-04-13,20400,20900,20150,20900,378121
2006-04-14,20750,20900,20450,20900,264360
2006-04-17,20700,21100,20450,20500,388590
2006-04-18,20500,20800,20100,20350,594200
2006-04-19,20600,20700,20250,20450,374124
2006-04-20,20250,20450,20150,20300,380722
2006-04-21,20150,20750,20150,20150,505955
2006-04-24,20100,20100,19200,19200,562805
2006-04-25,19450,19850,19150,19300,675065
2006-04-26,19300,19600,19250,19550,424565
2006-04-27,19550,19800,19400,19600,416140
2006-04-28,19500,19500,19150,19400,361906
2006-05-02,19200,19500,19150,19200,742627
2006-05-03,18950,18950,17650,17650,1823051
2006-05-04,17500,17650,16450,17350,1755848
2006-05-08,17350,17400,16700,17400,848118
2006-05-09,17450,18150,17400,17800,874596
2006-05-10,17800,18050,17600,17900,836048
2006-05-11,17900,18000,17550,18000,437980
2006-05-12,17700,17750,17300,17400,1242450
2006-05-15,17350,17350,16900,17000,952787
2006-05-16,17050,17150,16500,16500,671169
2006-05-17,16350,16650,15900,16550,1410474
2006-05-18,16050,16450,15950,16050,501652
2006-05-19,16350,17150,16350,16950,917305
2006-05-22,16900,17000,16200,16200,595104
2006-05-23,16100,17150,16100,17000,1712043
2006-05-24,16650,16650,16100,16500,1421119
2006-05-25,16600,16800,16250,16600,1049725
2006-05-26,16750,17600,16750,17600,1031201
2006-05-29,17700,17750,17100,17100,418786
2006-05-30,16950,17200,16500,16750,503200
2006-06-01,16750,17150,16400,16600,435617
2006-06-02,16800,17000,16300,17000,259457
2006-06-05,17000,17000,16600,16750,246791
2006-06-07,16500,16700,15850,16200,836319
2006-06-08,16200,16200,14950,14950,1080741
2006-06-09,15450,15600,15100,15250,484474
2006-06-12,15300,15700,15200,15600,338848
2006-06-13,15300,15550,14900,14900,249906
2006-06-14,14900,15800,14900,15450,328916
2006-06-15,15600,15800,14850,15000,678845
2006-06-16,15400,15500,15050,15350,478948
2006-06-19,15350,15500,15250,15450,201009
2006-06-20,15500,15850,15400,15400,392801
2006-06-21,15500,15550,15100,15400,133113
2006-06-22,15600,15850,15500,15800,248564
2006-06-23,15550,15850,15400,15850,115931
2006-06-26,15850,15850,15100,15450,308858
2006-06-27,15300,15550,15100,15150,471417
2006-06-28,15000,15050,14400,14600,726090
2006-06-29,14500,15150,14500,15150,457028
2006-06-30,15500,16200,15400,16200,545609
2006-07-03,16000,16550,15850,16500,466784
2006-07-04,16600,16850,16500,16500,254905
2006-07-05,16200,16750,16100,16750,281150
2006-07-06,16650,16750,16250,16600,209008
2006-07-07,16750,16800,16550,16700,249071
2006-07-10,16700,16800,16500,16750,342100
2006-07-11,16750,16750,16500,16750,193100
2006-07-12,16750,16900,16550,16650,270815
2006-07-13,16700,16800,16250,16700,277888
2006-07-14,16250,16300,15800,16250,281735
2006-07-18,16200,16200,15800,15800,219405
2006-07-19,15800,16100,15500,15900,209984
2006-07-20,16250,16350,15900,16200,463631
2006-07-21,16000,16150,15850,16100,142680
2006-07-24,15850,16150,15600,16150,196787
2006-07-25,16350,16450,16100,16250,399670
2006-07-26,16200,16300,15700,15800,307712
2006-07-27,15750,17150,15700,16700,1126527
2006-07-28,17050,17950,16800,17000,1290455
2006-07-31,17250,17300,16650,16850,610774
2006-08-01,16850,17500,16850,17000,690375
2006-08-02,16750,17050,16650,17000,786435
2006-08-03,17200,17600,16800,17000,571610
2006-08-04,17050,17600,17050,17600,419181
2006-08-07,17650,17750,16900,16900,342919
2006-08-08,16850,17500,16800,17450,350610
2006-08-09,17500,17750,17150,17500,217502
2006-08-10,17400,17800,17150,17350,339424
2006-08-11,17450,17900,17150,17150,335978
2006-08-14,17150,17650,17100,17300,246985
2006-08-16,17500,17700,17400,17400,373280
2006-08-17,17450,17600,17300,17450,430472
2006-08-18,17550,17600,17350,17400,252112
2006-08-21,18000,18150,17450,17450,552316
2006-08-22,17650,18600,17650,18300,1222509
2006-08-23,18600,19100,18300,18350,814164
2006-08-24,18700,18700,17800,17800,640982
2006-08-25,17700,18000,17450,17900,658482
2006-08-28,17800,18000,17700,17900,279876
2006-08-29,18000,18500,18000,18500,482844
2006-08-30,18500,18500,18000,18000,328440
2006-08-31,18100,18500,18050,18200,531856
2006-09-01,18350,18500,18250,18350,194900
2006-09-04,18350,18700,18350,18450,282910
2006-09-05,18300,18600,18250,18400,219639
2006-09-06,18350,18450,18150,18150,263507
2006-09-07,18150,18650,18050,18650,419793
2006-09-08,18600,18950,18450,18750,774001
2006-09-11,18800,18800,18350,18350,331367
2006-09-12,18300,18600,18100,18400,233473
2006-09-13,18650,18800,18550,18800,340110
2006-09-14,18700,19000,18500,19000,1005000
2006-09-15,18950,19000,18750,19000,237459
2006-09-18,19050,19350,18700,19100,462805
2006-09-19,18950,19250,18900,19200,554702
2006-09-20,19250,19350,19000,19200,290200
2006-09-21,19200,19500,19200,19400,273796
2006-09-22,19250,19450,19200,19300,334824
2006-09-25,19350,19700,19250,19500,384108
2006-09-26,19700,19700,19350,19450,272181
2006-09-27,19450,19850,19450,19850,374211
2006-09-28,19850,20050,19700,19800,987211
2006-09-29,19700,20000,19700,20000,311067
2006-10-02,19850,20150,19850,20000,262682
2006-10-04,19900,20000,19550,19700,386494
2006-10-09,19650,20000,18550,19150,606495
2006-10-10,19000,19250,18550,18750,680385
2006-10-11,18500,18850,18300,18600,544267
2006-10-12,18500,18700,18400,18450,580010
2006-10-13,18550,18800,18500,18750,532359
2006-10-16,18600,18750,18450,18750,324127
2006-10-17,18750,19000,18550,18800,377311
2006-10-18,18850,19350,18650,19300,352072
2006-10-19,19300,19450,19050,19250,284331
2006-10-20,19150,19400,19150,19150,134535
2006-10-23,19000,19300,18750,18850,214315
2006-10-24,18750,19050,18700,18750,213446
2006-10-25,18750,18950,18700,18900,266430
2006-10-26,18750,18800,18450,18600,268818
2006-10-27,18600,18600,18200,18250,279530
2006-10-30,18200,18950,18150,18650,355760
2006-10-31,18650,18650,17850,18250,1050003
2006-11-01,18150,18250,17600,17850,1067299
2006-11-02,17900,18050,17700,17950,656539
2006-11-03,17800,17950,17350,17550,767047
2006-11-06,17700,18000,17600,18000,889704
2006-11-07,18200,18850,18100,18800,852274
2006-11-08,18850,18950,18600,18850,438067
2006-11-09,18650,18950,18550,18950,417906
2006-11-10,18950,19250,18750,18900,329100
2006-11-13,18800,18850,18300,18450,252682
2006-11-14,18400,19000,18400,18800,552313
2006-11-15,18800,18900,18500,18500,309610
2006-11-16,18350,18500,18200,18250,411554
2006-11-17,18300,18450,18200,18400,394521
2006-11-20,18400,18800,18400,18550,951489
2006-11-21,18700,19400,18600,19300,904221
2006-11-22,19400,20100,19300,20100,1118026
2006-11-23,19950,20350,19850,20200,530468
2006-11-24,20200,20400,19750,19850,284470
